75,VARS185
75,VARS185
60,VARS160
100,TEAM135
85,TEAM135
80,TEAM135
100,TEAM118
40,TEAM118
40,SOSC325
40,SOSC316
40,SOSC314
45,SOSC308
45,SOSC304
45,SOSC301
40,SOCI121
40,SOCI110
40,SOCI105
50,SOCI100
43,SOCI100
40,SOCI100
40,SOCI100
40,SOCI100
40,SOCI100
40,SOCI100
40,SOCI100
45,PSYC410
45,PSYC410
45,PSYC300
45,PSYC225
100,PSYC201
100,PSYC200
45,PSYC121
45,PSYC110
100,PSYC105
100,PSYC100
100,PSYC100
100,PSYC100
100,PSYC100
80,PSYC100
45,PSYC100
45,PSYC100
40,PSYC100
50,PLSC210
45,PLSC210
45,PLSC210
45,PLSC210
45,PLSC210
40,PLSC210
40,PLSC210
40,PLSC210
40,PLSC210
50,PLSC130
45,PLSC110
45,PHYS211
60,PHYS100
60,PHYS100
45,PHIL300
45,PHIL244
45,PHIL244
45,PHIL103
50,PHIL100
45,PHIL100
45,PHIL100
45,PHIL100
45,PHIL100
45,PHIL100
40,PHIL100
50,P.E.135
50,P.E.135
50,P.E.135
50,P.E.135
40,P.E.135
40,P.E.135
40,P.E.135
75,P.E.104
75,P.E.104
75,P.E.104
75,P.E.104
55,OCEN100
115,NURS819
120,NURS818
120,NURS817
120,NURS816
36,NURS666
35,NURS666
50,MUS.680MH
50,MUS.680MH
40,MUS.454
40,MUS.454
40,MUS.454
40,MUS.454
45,MUS.275
45,MUS.202
45,MUS.100
36,MATH251
36,MATH251
45,MATH200
45,MATH200
60,MATH120
45,MATH110
36,LIBR100
200,LCTR698
50,KINE101
40,INDV121.4
40,INDV121.3
40,INDV121.2
100,HSCI100
60,HSCI100
45,HSCI100
40,HIST202
40,HIST201
40,HIST201
40,HIST101
40,HIST100
40,HIST100
57,GEOL100
57,GEOL100
40,GEOG110
40,GEOG100
40,FITN335.1
50,FITN334.4
40,FITN334.4
40,FITN334.4
50,FITN334.3
40,FITN334.3
40,FITN334.3
80,FITN334.2
50,FITN334.2
40,FITN334.2
40,FITN334.2
80,FITN334.1
50,FITN334.1
40,FITN334.1
40,FITN334.1
40,FITN225
40,FITN225
150,FITN220
150,FITN220
130,FITN220
50,FITN220
50,FITN201.4
40,FITN201.4
50,FITN201.3
40,FITN201.3
50,FITN201.2
40,FITN201.2
50,FITN201.1
40,FITN201.1
110,FITN134
50,FITN116.4
40,FITN116.4
40,FITN116.4
40,FITN116.4
40,FITN116.4
50,FITN116.3
40,FITN116.3
40,FITN116.3
40,FITN116.3
40,FITN116.3
50,FITN116.2
40,FITN116.2
40,FITN116.2
40,FITN116.2
40,FITN116.2
50,FITN116.1
50,FITN116.1
40,FITN116.1
40,FITN116.1
40,FITN116.1
40,FITN116.1
40,FITN116.1
40,FIRE793
40,FIRE793
40,FIRE793
50,FILM140
50,FILM140
50,FILM121
50,FILM121
50,FILM121
50,FILM100
50,FILM100
50,FILM100
50,FILM100
50,FILM100
50,FILM100
50,FILM100
50,FILM100
45,ETHN585
40,ETHN300
80,ETHN288
80,ETHN265
40,ETHN105
40,ETHN104
40,ETHN103
40,ETHN101
40,ETHN101
50,ESL907
50,ESL897
50,ESL895
50,ENGL850
40,ELEL746
40,ELEL744
37,ELEC441
36,ELEC441
45,ECON102
45,ECON102
45,ECON102
45,ECON100
45,ECON100
45,ECON100
45,ECON100
45,ECON100
40,DENT770
40,DENT770
40,DENT753
40,DENT753
40,DENT702
40,DANC151.2
40,DANC151.1
42,CRER105
42,CRER105
41,CRER105
60,COSM746
60,COSM746
40,COSM742
40,COSM742
50,COSM732
50,COSM732
50,COSM722
50,COSM722
50,COSM712
50,COSM712
35,CIS135
45,CIS132
45,CIS132
45,CIS121
45,CIS121
35,CIS114
35,CIS114
35,CIS111
35,CIS111
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
35,CIS110
100,CHEM680MA
40,BUSW451
40,BUSW450
35,BUSW416
35,BUSW416
35,BUSW415
35,BUSW415
37,BUS.295
35,BUS.180
35,BUS.150
40,BUS.115
40,BUS.115
40,BUS.115
35,BUS.100
35,BUS.100
35,BUS.100
35,BUS.100
35,BUS.100
35,BLDG760
35,BLDG740
35,BLDG735
35,BLDG725
45,BIOL310
45,BIOL310
45,BIOL310
45,BIOL310
45,BIOL145
60,BIOL130
45,BIOL130
45,BIOL130
60,BIOL102
60,BIOL100
60,BIOL100
60,BIOL100
60,BIOL100
45,BIOL100
35,ASTR204
35,ASTR204
60,ASTR125
35,ASTR103
125,ASTR100
60,ASTR100
60,ASTR100
60,ASTR100
60,ASTR100
40,ART665MI
40,ART665MI
35,ART665MI
35,ART665MI
40,ART104
40,ART102
40,ART101
40,ART101
35,ARCH210
35,ARCH210
35,ARCH210
60,ARCH100
40,AQUA133.4
40,AQUA133.4
40,AQUA133.4
40,AQUA133.3
40,AQUA133.3
40,AQUA133.3
40,AQUA133.2
40,AQUA133.2
40,AQUA133.2
40,AQUA133.1
40,AQUA133.1
40,AQUA133.1
40,AQUA127.4
40,AQUA127.4
40,AQUA127.3
40,AQUA127.3
40,AQUA127.2
40,AQUA127.2
40,AQUA127.1
40,AQUA127.1
40,AQUA127.1
40,AQUA109.4
40,AQUA109.3
40,AQUA109.2
40,AQUA109.1
75,ANTH180
79,ANTH110
79,ANTH110
35,ADMJ120
35,ADMJ108
35,ADMJ106
35,ADMJ106
35,ADMJ104
35,ADMJ104
35,ADMJ102
35,ADMJ100
40,ADAP155
35,ADAP140
35,ADAP140
35,ADAP110
35,ADAP110
35,ADAP110
100,ACTG680MG
100,ACTG680MF
100,ACTG680ME
100,ACTG680MD
35,ACTG182
37,ACTG181
37,ACTG175
37,ACTG175
50,ACTG165
35,ACTG164
100,ACTG162
100,ACTG161
37,ACTG145
35,ACTG145
37,ACTG144
35,ACTG144
75,ACTG131
75,ACTG131
60,ACTG131
45,ACTG131
61,ACTG121
55,ACTG121
55,ACTG121
50,ACTG121
50,ACTG121
35,ACTG121
150,ACTG103
75,ACTG100
50,ACTG100
45,ACTG100
40,ACTG100
40,ACTG100
850,
500,
150,
120,
115,
110,
101,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
100,
85,
80,
80,
80,
80,
80,
80,
80,
79,
75,
75,
75,
75,
75,
75,
70,
65,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
60,
57,
55,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
48,
47,
47,
47,
46,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
45,
44,
42,
42,
42,
42,
42,
41,
41,
41,
41,
41,
41,
41,
41,
41,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
38,
38,
38,
38,
38,
38,
38,
38,
38,
38,
38,
37,
37,
37,
37,
37,
37,
37,
37,
37,
37,
37,
37,
37,
37,
36,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
35,
34,
34,
34,
34,
34,
34,
34,
33,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,
32,